1946,Hey we can go jazz power yoga hip hop kb and yogasana 
3473,", how's things? Just a quick question."
4533,I have no money 4 steve mate! !
1294,Aiyah u did ok already lar. E nydc at wheellock?
3407,Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705
5380,Its sunny in california. The weather's just cool
21,IÛ÷m going to try for 2 months ha ha only joking
4534,IM LATE TELLMISS IM ON MY WAY
1334,"Oh ! A half hour is much longer in Syria than Canada, eh ? Wow you must get SO much more work done in a day than us with all that extra time ! *grins*"
3807,Mm you ask him to come its enough :-)
3343,Oh great. I.ll disturb him more so that we can talk.
3903,Your 2004 account for 07XXXXXXXXX shows 786 unredeemed points. To claim call 08719181259 Identifier code: XXXXX Expires 26.03.05
1648,If u laugh really loud.. If u talk spontaneously.. If u dont care what others feel.. U are probably with your dear &amp; best friends.. GOODEVENING Dear..:)
2607,:-) yeah! Lol. Luckily i didn't have a starring role like you!
3625,Yeah right! I'll bring my tape measure fri!
5293,I donno its in your genes or something
2755,We r outside already.
4398,Yes just finished watching days of our lives. I love it.
1651,I wan but too early lei... Me outside now wun b home so early... Neva mind then...
4525,"I want some cock! My hubby's away, I need a real man 2 satisfy me. Txt WIFE to 89938 for no strings action. (Txt STOP 2 end, txt rec å£1.50ea. OTBox 731 LA1 7WS. )"
2953,"Think i might have to give it a miss. Am teaching til twelve, then have lecture at two. Damn this working thing."
4567,hiya hows it going in sunny africa? hope u r avin a good time. give that big old silver back a big kiss from me.
471,"How long has it been since you screamed, princess?"
5018,Great! How is the office today?
1166,I am not having her number sir
2842,"Tunji, how's the queen? how are you doing. This is just wishing you a great day. Abiola."
1009,"Dear Hero,i am leaving to qatar tonite for an apt opportunity.pls do keep in touch at  &lt;EMAIL&gt; ,kerala"
2193,I called but no one pick up e phone. I ask both of them already they said ok.
703,"Thats a bit weird, even ?- where is the do supposed to be happening? But good idea, sure they will be in pub!"
5369,Hi mom we might be back later than  &lt;#&gt; 
2810,Thinkin about someone is all good. No drugs for that
911,I am sorry it hurt you.
3189,Hi neva worry bout da truth coz the truth will lead me 2 ur heart. ItåÕs the least a unique person like u deserve. Sleep tight or morning
5249,"K I'm leaving soon, be there a little after 9"
1760,Nt yet chikku..simple habba..hw abt u?
4919,"G says you never answer your texts, confirm/deny"
2201,"A boy was late 2 home. His father: \POWER OF FRNDSHIP\"""""
898,"Thursday night? Yeah, sure thing, we'll work it out then"
4177,Two teams waiting for some players
1991,No other Valentines huh? The proof is on your fb page. Ugh I'm so glad I really DIDN'T watch your rupaul show you TOOL!
780,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..
2082,I'm done oredi...
2157,"Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish. As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there. She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife, My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!"
1948,I cant pick the phone right now. Pls send a message
3262,So u gonna get deus ex?
1127,"Height of \Oh shit....!!\"" situation: A guy throws a luv letter on a gal but falls on her brothers head whos a gay"
4349,Yes. Rent is very expensive so its the way we save.
5516,"Ya, i'm referin to mei's ex wat... No ah, waitin 4 u to treat, somebody shld b rich liao...So gd, den u dun have to work frm tmr onwards..."
4191,&lt;#&gt;  w jetton ave if you forgot
4153,Haf u eaten? Wat time u wan me 2 come?
95,"Your free ringtone is waiting to be collected. Simply text the password \MIX\"" to 85069 to verify. Get Usher and Britney. FML"
1726,"\ALRITE HUNNY!WOT U UP 2 2NITE? DIDNT END UP GOIN DOWN TOWN JUS DA PUB INSTEAD! JUS CHILLIN AT DA MO IN ME BEDROOM!LOVE JEN XXX.\"""""
5404,Pls give her prometazine syrup. 5mls then  &lt;#&gt; mins later feed.
3399,"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a å£1500 Bonus Prize, call 09066364589"
2578,Erm. I thought the contract ran out the4th of october.
971,"Haha awesome, omw back now then"
1775,Did u see what I posted on your Facebook?
1467,I wont touch you with out your permission.
4962,I want to see your pretty pussy...
1860,"It could work, we'll reach a consensus at the next meeting"
5077,Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705.
3621,Goin to workout lor... Muz lose e fats... 
5122,"\NOT ENUFCREDEIT TOCALL.SHALL ILEAVE UNI AT 6 +GET A BUS TO YOR HOUSE?\"""""
4284,I pocked you up there before
4682,Ok u can take me shopping when u get paid =D
1097,Don't fret. I'll buy the ovulation test strips and send them to you. You wont get them til like march. Can you send me your postal address.u'll be alright.Okay.
5452,What???? Hello wats talks email address?
1421,Do you work all this week ?
4595,"Carlos is down but I have to pick it up from him, so I'll swing by usf in a little bit"
4249,How much for an eighth?
3227,"SIX chances to win CASH! From 100 to 20,000 pounds txt> CSH11 and send to 87575. Cost 150p/day, 6days, 16+ TsandCs apply Reply HL 4 info"
1652,"For ur chance to win a å£250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk"
2808,Oh yeah I forgot. U can only take 2 out shopping at once.
1583,"It's cool, let me know before it kicks off around  &lt;#&gt; , I'll be out and about all day"
1295,TELL HER I SAID EAT SHIT.
4257,I am late. I will be there at
1050,Are you available for soiree on June 3rd?
4509,This weekend is fine (an excuse not to do too much decorating)
5495,"Good afternoon, my love ... How goes your day ? How did you sleep ? I hope your well, my boytoy ... I think of you ..."
1556,Good sleep is about rhythm. The person has to establish a rhythm that the body will learn and use. If you want to know more :-)
5379,Somebody set up a website where you can play hold em using eve online spacebucks
3504,"life alle mone,eppolum oru pole allalo"
2565,I told her I had a Dr appt next week. She thinks I'm gonna die. I told her its just a check. Nothing to be worried about. But she didn't listen.
5263,Pls speak with me. I wont ask anything other then you friendship.
1819,Dunno dat's wat he told me. Ok lor...
5144,I'm in office now da:)where are you?
1919,Yar i wanted 2 scold u yest but late already... I where got zhong se qing you? If u ask me b4 he ask me then i'll go out w u all lor. N u still can act so real.
822,"SMSSERVICES. for yourinclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE"
3049,Ok
149,Sindu got job in birla soft ..
1724,There bold 2  &lt;#&gt; . Is that yours
951,Shb b ok lor... Thanx...
912,Can't. I feel nauseous. I'm so pissed. I didn't eat any sweets all week cause today I was planning to pig out. I was dieting all week. And now I'm not hungry :/
4016,Eek that's a lot of time especially since American Pie is like 8 minutes long. I can't stop singing it.
2746,K da:)how many page you want?
5515,You are a great role model. You are giving so much and i really wish each day for a miracle but God as a reason for everything and i must say i wish i knew why but i dont. I've looked up to you since i was young and i still do. Have a great day.
1037,"naughty little thought: 'its better to flirt, flirt n flirt, rather than loving someone n gettin hurt, hurt n hurt...:-) Gud nyt"
4242,Okie...
3666,"Honey ? Sweetheart ? Darling ? Sexy buns ? Sugar plum ? Loverboy ? I miss you, boytoy ... *smacks your ass* Did you go to the gym too ?"
1891,Probably earlier than that if the station's where I think it is
3670,Yup. Thk of u oso boring wat.
1689,Bring tat cd don forget
1373,"Bears Pic Nick, and Tom, Pete and ... Dick. In fact, all types try gay chat with photo upload call 08718730666 (10p/min). 2 stop texts call 08712460324"
616,He like not v shock leh. Cos telling shuhui is like telling leona also. Like dat almost all know liao. He got ask me abt ur reaction lor.
1794,How much i gave to you. Morning.
3983,"Hey, I missed you tm of last night as my phone was on the charge ... *smiles* ... I am meeting a friend shortly"
1785,I dun believe u. I thk u told him.
3976,Great NEW Offer - DOUBLE Mins & DOUBLE Txt on best Orange tariffs AND get latest camera phones 4 FREE! Call MobileUpd8 free on 08000839402 NOW! or 2stoptxt T&Cs
3271,"MOON has come to color your dreams, STARS to make them musical and my SMS to give you warm and Peaceful Sleep. Good Night"
2611,Knock Knock Txt whose there to 80082 to enter r weekly draw 4 a å£250 gift voucher 4 a store of yr choice. T&Cs www.tkls.com age16 to stoptxtstopå£1.50/week
1680,Okay... We wait ah
820,Good afternoon starshine! How's my boytoy? Does he crave me yet? Ache to fuck me ? *sips cappuccino* I miss you babe *teasing kiss*
1834,I have a rather prominent bite mark on my right cheek
2057,"Nothing, i got msg frm tht unknown no.."
1612,RT-KIng Pro Video Club>> Need help? info@ringtoneking.co.uk or call 08701237397 You must be 16+ Club credits redeemable at www.ringtoneking.co.uk! Enjoy!
4928,"Got what it takes 2 take part in the WRC Rally in Oz? U can with Lucozade Energy! Text RALLY LE to 61200 (25p), see packs or lucozade.co.uk/wrc & itcould be u!"
1044,"We know someone who you know that fancies you. Call 09058097218 to find out who. POBox 6, LS15HB 150p"
2007,Hi here. have birth at on the  to  at 8lb 7oz. Mother and baby doing brilliantly.
3701,Hey loverboy! I love you !! I had to tell ... I look at your picture and ache to feel you between my legs ... Fuck I want you ... I need you ... I crave you .
5487,2p per min to call Germany 08448350055 from your BT line. Just 2p per min. Check PlanetTalkInstant.com for info & T's & C's. Text stop to opt out
4160,Had your mobile 11 months or more? U R entitled to Update to the latest colour mobiles with camera for Free! Call The Mobile Update Co FREE on 08002986030
594,"I met you as a stranger and choose you as my friend. As long as the world stands, our friendship never ends. Lets be Friends forever!!! Gud nitz..."
5168,"IÛ÷ve got some salt, you can rub it in my open wounds if you like!"
900,Probably money worries. Things are coming due and i have several outstanding invoices for work i did two and three months ago.
3531,"Actually, my mobile is full of msg. And i m doing a work online, where i need to send them  &lt;#&gt;  sent msg i wil explain u later."
1998,"Well, I have to leave for my class babe ... You never came back to me ... :-( ... Hope you have a nice sleep, my love"
678,Cause I'm not freaky lol
571,Do you know where my lab goggles went
2317,"Waqt se pehle or naseeb se zyada kisi ko kuch nahi milta,Zindgi wo nahi he jo hum sochte hai Zindgi wo hai jo ham jeetey hai.........."
2783,"Just arrived, see you in a couple days &lt;3"
5186,I uploaded mine to Facebook
3430,Yeah if we do have to get a random dude we need to change our info sheets to PARTY  &lt;#&gt; /7 NEVER STUDY just to be safe
5061,Havent stuck at orchard in my dad's car. Going 4 dinner now. U leh? So r they free tonight?
1469,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st \Ur Lovely Friendship\""... good morning dear"""
458,"1.20 that call cost. Which i guess isnt bad. Miss ya, need ya, want ya, love ya"
1502,Don no da:)whats you plan?
1170,"Yeah, we can probably swing by once my roommate finishes up with his girl"
1079,Me too watching surya movie only. . .after 6 pm vijay movie POKKIRI
3764,"Someone U know has asked our dating service 2 contact you! Cant guess who? CALL 09058095107 NOW all will be revealed. POBox 7, S3XY 150p "
2420,Oic... Then better quickly go bathe n settle down...
4386,S.i'm watching it in live..
5054,Am on a train back from northampton so i'm afraid not! I'm staying skyving off today ho ho! Will be around wednesday though. Do you fancy the comedy club this week by the way?
773,I wil be there with in  &lt;#&gt;  minutes. Got any space
4627,Todays Voda numbers ending with 7634 are selected to receive a å£350 reward. If you have a match please call 08712300220 quoting claim code 7684 standard rates apply.
2399,Oh... Kay... On sat right?
1845,Hi. || Do u want | to join me with sts later? || Meeting them at five. || Call u after class.
3984,"Whatever, juliana. Do whatever you want."
305,Yup... From what i remb... I think should be can book... 
4921,Hi Dear Call me its urgnt. I don't know whats your problem. You don't want to work or if you have any other problem at least tell me. Wating for your reply.
2956,I would but I'm still cozy. And exhausted from last night.nobody went to school or work. Everything is closed.
829,Thanks for yesterday sir. You have been wonderful. Hope you enjoyed the burial. MojiBiola
1075,Oi. Ami parchi na re. Kicchu kaaj korte iccha korche na. Phone ta tul na. Plz. Plz.
4945,I'm already back home so no probably not
2761,I am not sure about night menu. . . I know only about noon menu
2195,"V-aluable. A-ffectionate. L-oveable. E-ternal. N-oble. T-ruthful. I-ntimate. N-atural. E-namous. Happy \VALENTINES DAY\"" in advance"""
3677,Promotion Number: 8714714 - UR awarded a City Break and could WIN a å£200 Summer Shopping spree every WK. Txt STORE to 88039 . SkilGme. TsCs087147403231Winawk!Age16 å£1.50perWKsub
1563,Get ready to put on your excellent sub face :)
4862,Bored housewives! Chat n date now! 0871750.77.11! BT-national rate 10p/min only from landlines!
1045,"Come round, it's . "
4849,Maybe you should find something else to do instead???
2656,Feel like trying kadeem again? :V
2855,"Japanese Proverb: If one Can do it, U too Can do it, If none Can do it,U must do it Indian version: If one Can do it, LET HIM DO it.. If none Can do it,LEAVE it!! And finally Kerala version: If one can do it, Stop him doing it.. If none can do it, Make a strike against it ..."
812,Congratulations ur awarded either å£500 of CD gift vouchers & Free entry 2 our å£100 weekly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16
973,what is your account number?
2846,"Free-message: Jamster!Get the crazy frog sound now! For poly text MAD1, for real text MAD2 to 88888. 6 crazy sounds for just 3 GBP/week! 16+only! T&C's apply"
1026,Yes da. Any plm at ur office
4900,Taka lor. Wat time u wan 2 come n look 4 us?
5463,U GOIN OUT 2NITE?
4610,Wat time Ì_ finish?
4934,"Hey babe, how's it going ? Did you ever figure out where your going for New Years ?"
1332,It's ok lar. U sleep early too... Nite...
5373,"K I'll head out in a few mins, see you there"
4345,You still around? I could use a half-8th
143,I know you are. Can you pls open the back?
2083,"you are sweet as well, princess. Please tell me your likes and dislikes in bed..."
1494,It has everything to do with the weather. Keep extra warm. Its a cold but nothing serious. Pls lots of vitamin c
1512,"Hey sweet, I was wondering when you had a moment if you might come to me ? I want to send a file to someone but it won't go over yahoo for them because their connection sucks, remember when you set up that page for me to go to and download the format disc ? Could you tell me how to do that ? Or do you know some other way to download big files ? Because they can download stuff directly from the internet. Any help would be great, my prey ... *teasing kiss*"
5039,Natalie (20/F) is inviting you to be her friend. Reply YES-165 or NO-165 See her: www.SMS.ac/u/natalie2k9 STOP? Send STOP FRND to 62468
1889,I gotta collect da car at 6 lei.
788,"5 Free Top Polyphonic Tones call 087018728737, National Rate. Get a toppoly tune sent every week, just text SUBPOLY to 81618, å£3 per pole. UnSub 08718727870."
4208,I want kfc its Tuesday. Only buy 2 meals ONLY 2. No gravy. Only 2 Mark. 2!
5518,"By the way, i've put a skip right outside the front of the house so you can see which house it is. Just pull up before it."
1750,Got it..mail panren paru..
1874,Would you like to see my XXX pics they are so hot they were nearly banned in the uk!
3008,Update_Now - 12Mths Half Price Orange line rental: 400mins...Call MobileUpd8 on 08000839402 or call2optout=J5Q
4930,"Good morning, my boytoy! How's those yummy lips ? Where's my sexy buns now ? What do you do ? Do you think of me ? Do you crave me ? Do you need me ?"
1252,Yeah like if it goes like it did with my friends imma flip my shit in like half an hour
1932,Jus finished avatar nigro
3637,"Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07090298926 to re-schedule. Ref:9307622"
3428,I don't know jack shit about anything or i'd say/ask something helpful but if you want you can pretend that I did and just text me whatever in response to the hypotheticalhuagauahahuagahyuhagga
3420,Welcome! Please reply with your AGE and GENDER to begin. e.g 24M
2085,Moji i love you more than words. Have a rich day
5214,Natalja (25/F) is inviting you to be her friend. Reply YES-440 or NO-440 See her: www.SMS.ac/u/nat27081980 STOP? Send STOP FRND to 62468
1888,No. On the way home. So if not for the long dry spell the season would have been over
897,"I'm used to it. I just hope my agents don't drop me since i've only booked a few things this year. This whole me in boston, them in nyc was an experiment."
5242,Hmm thinking lor...
27,Did you catch the bus ? Are you frying an egg ? Did you make a tea? Are you eating your mom's left over dinner ? Do you feel my Love ?
4497,"Latest Nokia Mobile or iPOD MP3 Player +å£400 proze GUARANTEED! Reply with: WIN to 83355 now! Norcorp Ltd.å£1,50/Mtmsgrcvd18+"
3778,"Claim a 200 shopping spree, just call 08717895698 now! Have you won! MobStoreQuiz10ppm"
2767,Wow v v impressed. Have funs shopping!
4750,Your weekly Cool-Mob tones are ready to download !This weeks new Tones include: 1) Crazy Frog-AXEL F>>> 2) Akon-Lonely>>> 3) Black Eyed-Dont P >>>More info in n
5364,Call 09095350301 and send our girls into erotic ecstacy. Just 60p/min. To stop texts call 08712460324 (nat rate)
5312,Here got ur favorite oyster... N got my favorite sashimi... Ok lar i dun say already... Wait ur stomach start rumbling...
3932,"Playin space poker, u?"
2592,"My friend just got here and says he's upping his order by a few grams (he's got $ &lt;#&gt; ), when can you get here?"
84,Yup next stop.
4987,Which channel:-):-):):-).
970,"Yar lor he wan 2 go c horse racing today mah, so eat earlier lor. I ate chicken rice. U?"
1661,"You aren't coming home between class, right? I need to work out and shower!"
976,Ok i shall talk to him
3026,You still at the game?
484,You should change your fb to jaykwon thuglyfe falconerf
1549,Dude sux for snake. He got old and raiden got buff
689,<Forwarded from 448712404000>Please CALL 08712404000 immediately as there is an urgent message waiting for you.
4791,Gd luck 4 ur exams :-)
3110,Short But Cute : \ Be a good person 
1069,Jus finish bathing...
2491,"Greetings me, ! Consider yourself excused."
4200,Wylie update: my weed dealer carlos went to freedom and had a class with lunsford
2314,Also that chat was awesome but don't make it regular unless you can see her in person
1290,Eat jap done oso aft ur lect wat... ÌÏ got lect at 12 rite... 
5528,Its just the effect of irritation. Just ignore it
3917,No need to ke qi... ÌÏ too bored izzit y suddenly thk of this...
2639,Why she wants to talk to me
3316,"No worries, hope photo shoot went well. have a spiffing fun at workage. "
1117,"449050000301 You have won a å£2,000 price! To claim, call 09050000301."
312,He says he'll give me a call when his friend's got the money but that he's definitely buying before the end of the week
3058,"Dear all, as we know  &lt;#&gt; th is the  &lt;#&gt; th birthday of our loving Gopalettan. We are planning to give a small gift on that day. Those who like to participate in that you are welcome. Please contact our admin team for more details"
1988,"Sorry, I'll call later"
4473,Want explicit SEX in 30 secs? Ring 02073162414 now! Costs 20p/min
3280,I tot it's my group mate... Lucky i havent reply... Wat time do Ì_ need to leave... 
1609,You all ready for * big day tomorrow?
3880,Can you plz tell me the ans. BSLVYL sent via fullonsms.com
798,Ok i msg u b4 i leave my house.
1025,I have a sore throat. It's scratches when I talk
2435,Oh ya ya. I remember da. .
223,U say leh... Of course nothing happen lar. Not say v romantic jus a bit only lor. I thk e nite scenery not so nice leh.
1741,I can do that! I want to please you both inside and outside the bedroom...
3115,Uncle Abbey! Happy New Year. Abiola
4583,Noooooooo please. Last thing I need is stress. For once in your life be fair.
5025,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/meg. CC: 08718720201 HG/Suite342/2lands Row/W1j6HL
3411,No she didnt. I will search online and let you know.
1214,I'll text now! All creepy like so he won't think that we forgot
5246,Haven't eaten all day. I'm sitting here staring at this juicy pizza and I can't eat it. These meds are ruining my life.
1638,Great comedy..cant stop laughing da:)
1101,"Yeah go on then, bored and depressed sittin waitin for phone to ring... Hope the wind drops though, scary"
3519,No it will reach by 9 only. She telling she will be there. I dont know
1587,"Dont search love, let love find U. Thats why its called falling in love, bcoz U dont force yourself, U just fall and U know there is smeone to hold U... BSLVYL"
1473,"Will do, you gonna be at blake's all night? I might be able to get out of here a little early"
395,From here after The performance award is calculated every two month.not for current one month period..
2931,Only 2% students solved this CAT question in 'xam... 5+3+2= &lt;#&gt;  9+2+4= &lt;#&gt;  8+6+3= &lt;#&gt;  then 7+2+5=????? Tell me the answer if u r brilliant...1thing.i got d answr.
1837,And how's your husband.
3308,Okie Ì_ wan meet at bishan? Cos me at bishan now. I'm not driving today.
5032,"* Was really good to see you the other day dudette, been missing you!"
4720,"Yup. Anything lor, if u dun wan it's ok..."
1644,India have to take lead:)
4264, &lt;DECIMAL&gt; m but its not a common car here so its better to buy from china or asia. Or if i find it less expensive. I.ll holla
4561,How much u trying to get?
1836,Are you wet right now?
437,How long does applebees fucking take
4922,Oh yah... We never cancel leh... Haha 
1182,"K give me a sec, breaking a  &lt;#&gt;  at cstore"
4099,I not at home now lei...
194,How are you doing? Hope you've settled in for the new school year. Just wishin you a gr8 day
1017,Shall i send that exe to your mail id.
3338,Babe !!!! I LOVE YOU !!!! *covers your face in kisses*
4084,"Orange brings you ringtones from all time Chart Heroes, with a free hit each week! Go to Ringtones & Pics on wap. To stop receiving these tips reply STOP."
5299,Well good morning mr . Hows london treatin' ya treacle?
1,Ok lar... Joking wif u oni...
3105,"I had been hoping i would not have to send you this message. My rent is due and i dont have enough for it. My reserves are completely gone. Its a loan i need and was hoping you could her. The balance is  &lt;#&gt; . Is there a way i could get that from you, till mid march when i hope to pay back."
5565,Huh y lei...
541,"A famous quote : when you develop the ability to listen to 'anything' unconditionally without losing your temper or self confidence, it means you are ......... 'MARRIED'"
1116,Hey... What time is your driving on fri? We go for evaluation on fri?
1947,The battery is for mr adewale my uncle. Aka Egbon
4019,University of southern california.
4134,No need to say anything to me. I know i am an outsider
2445,"The guy (kadeem) hasn't been selling since the break, I know one other guy but he's paranoid as fuck and doesn't like selling without me there and I can't be up there til late tonight"
1496,I'm always on yahoo messenger now. Just send the message to me and i.ll get it you may have to send it in the mobile mode sha but i.ll get it. And will reply.
4843,YOU HAVE WON! As a valued Vodafone customer our computer has picked YOU to win a å£150 prize. To collect is easy. Just call 09061743386 
1520,"URGENT! Your Mobile No was awarded a å£2,000 Bonus Caller Prize on 1/08/03! This is our 2nd attempt to contact YOU! Call 0871-4719-523 BOX95QU BT National Rate"
1698,"Free msg. Sorry, a service you ordered from 81303 could not be delivered as you do not have sufficient credit. Please top up to receive the service."
3258,"Congratulations! Thanks to a good friend U have WON the å£2,000 Xmas prize. 2 claim is easy, just call 08718726978 NOW! Only 10p per minute. BT-national-rate"
4124,May b approve panalam...but it should have more posts..
2575,Now thats going to ruin your thesis!
5218,I accidentally brought em home in the box
2189,Yup i shd haf ard 10 pages if i add figures... ÌÏ all got how many pages?
1430,Don't look back at the building because you have no coat and i don't want you to get more sick. Just hurry home and wear a coat to the gym!!!
1104,Message Important information for O2 user. Today is your lucky day! 2 find out why log onto http://www.urawinner.com there is a fantastic surprise awaiting you
4362,"Evry Emotion dsn't hav Words.Evry Wish dsn't hav Prayrs.. If u Smile,D World is wit u.Othrwise even d Drop of Tear dsn't lik 2 Stay wit u.So b happy.. Good morning, keep smiling:-)"
3234,"Yes, princess. Toledo."
3725,No chikku nt yet.. Ya i'm free
3657,R u here yet? I'm wearing blue shirt n black pants.
5033,I want to go to perumbavoor
4259,Are you plans with your family set in stone ?
3096,"Yo, you at jp and hungry like a mofo?"
3561,Still chance there. If you search hard you will get it..let have a try :)
4000,He's just gonna worry for nothing. And he won't give you money its no use.
4197,"Want to funk up ur fone with a weekly new tone reply TONES2U 2 this text. www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply"
4060,"Aight I've been set free, think you could text me blake's address? It occurs to me I'm not quite as sure what I'm doing as I thought I was"
4041,What time do u get out?
2068,Its hard to believe things like this. All can say lie but think twice before saying anything to me.
3615,"Can you please ask macho what his price range is, does he want something new or used plus it he only interfued in the blackberry bold  &lt;#&gt;  or any bb"
2308,Moby Pub Quiz.Win a å£100 High Street prize if u know who the new Duchess of Cornwall will be? Txt her first name to 82277.unsub STOP å£1.50 008704050406 SP Arrow
2036,You can jot down things you want to remember later.
131,"Dear, will call Tmorrow.pls accomodate."
793,Omg I want to scream. I weighed myself and I lost more weight! Woohoo!
3989,(Bank of Granite issues Strong-Buy) EXPLOSIVE PICK FOR OUR MEMBERS *****UP OVER 300% *********** Nasdaq Symbol CDGT That is a $5.00 per..
982,"Congrats! 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid your mates, play java games, Dload polyPH music, noline rentl."
602,Speaking of does he have any cash yet?
2741,I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.
5546,Ic. There are a lotta childporn cars then.
2407,"Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant."
1992,Free tones Hope you enjoyed your new content. text stop to 61610 to unsubscribe. help:08712400602450p Provided by tones2you.co.uk
5421,"Hi elaine, is today's meeting confirmed?"
5166,Y she dun believe leh? I tot i told her it's true already. I thk she muz c us tog then she believe.
842,Our Prashanthettan's mother passed away last night. pray for her and family.
1717,WOW! The Boys R Back. TAKE THAT 2007 UK Tour. Win VIP Tickets & pre-book with VIP Club. Txt CLUB to 81303. Trackmarque Ltd info@vipclub4u.
1504,Oh my God. I'm almost home
2537,That's y we haf to combine n c how lor...
659,88800 and 89034 are premium phone services call 08718711108
167,"Hi frnd, which is best way to avoid missunderstding wit our beloved one's?"
